,date,Auto-test,Isolement,Symptômes,Contagion,Fièvre,Contact tracing,Autotests COVID,Essoufflement,Maux de tête,Toux,Système immunitaire,Diarrhée,Urgences,Fatigue,Dépression,Hôpital,Variant omicron,Anxiété,Gamma,Soins à domicile,Voyages,Green Pass,Télétravail,Coronavirus,Soins intensifs,Tests PCR,Tests antigéniques,Certificat sanitaire,Ventilation,Perte de goût,Frontières,Quarantaine,Restrictions,Distanciation sociale,Alpha,Chômage,Gel hydroalcoolique,Réanimation,Aéroports,region,region name
11,2020-07-19,0.0,8,7,0,40,,,0,58,17,0,70,0,32,0,25,0,0,0,0.0,30,,0,40,0.0,0.0,37.0,34,31,,99,0,33,0,24,22,0,11,0,L,Limousin
12,2020-07-26,0.0,0,24,0,0,,,0,0,17,35,39,0,47,0,76,0,0,27,0.0,29,,56,35,34.0,21.0,0.0,0,0,,14,0,0,100,17,0,0,0,0,L,Limousin
13,2020-08-02,0.0,0,35,24,0,,,0,0,0,0,44,19,45,27,85,0,0,18,24.0,40,,0,29,0.0,22.0,0.0,0,0,,38,46,61,0,21,0,18,0,0,L,Limousin
14,2020-08-09,0.0,0,8,23,35,,,0,33,11,0,55,0,38,0,38,36,0,37,0.0,82,,25,26,35.0,0.0,0.0,0,0,,0,0,33,0,30,0,0,0,0,L,Limousin
15,2020-08-16,0.0,0,45,43,0,,,40,27,20,0,33,0,26,100,41,0,18,0,24.0,19,,0,26,0.0,0.0,0.0,0,0,,0,0,0,0,18,26,25,0,0,L,Limousin
16,2020-08-23,0.0,0,9,40,0,,,0,0,11,0,50,0,0,0,72,0,0,24,0.0,83,,38,28,0.0,67.0,35.0,0,61,,0,54,0,0,16,19,0,0,0,L,Limousin
17,2020-08-30,43.0,0,43,0,25,,,0,0,13,31,43,32,35,80,63,20,51,0,100.0,72,,0,31,0.0,28.0,0.0,0,41,,17,35,0,0,10,0,47,0,0,L,Limousin
18,2020-09-06,0.0,0,33,0,52,,,0,0,47,0,60,72,0,0,33,0,0,29,0.0,100,,0,33,28.0,27.0,0.0,0,48,,19,0,0,0,40,28,48,0,0,L,Limousin
19,2020-09-13,0.0,0,38,22,53,,,32,100,16,0,55,22,33,42,73,0,37,20,25.0,16,,38,33,0.0,0.0,0.0,0,0,,0,0,0,0,9,0,0,11,55,L,Limousin
20,2020-09-20,0.0,15,31,0,0,,,0,53,22,0,57,23,33,46,100,20,0,26,0.0,26,,0,31,0.0,0.0,0.0,0,0,,0,0,33,0,20,0,19,0,0,L,Limousin
21,2020-09-27,0.0,0,47,28,23,,,0,29,0,0,40,15,33,0,0,0,52,0,0.0,82,,0,30,16.0,0.0,0.0,0,53,,0,65,0,0,19,0,0,13,0,L,Limousin
22,2020-10-04,0.0,0,26,0,99,,,28,0,18,0,31,47,51,0,37,0,44,0,0.0,23,,31,28,0.0,0.0,0.0,0,52,,0,0,24,78,10,66,17,0,0,L,Limousin
23,2020-10-11,0.0,8,18,34,40,,,60,0,37,0,29,31,48,35,23,0,36,0,0.0,0,,100,35,0.0,0.0,0.0,0,23,,0,0,0,35,24,0,44,26,0,L,Limousin
24,2020-10-18,88.0,19,18,0,25,,,65,0,10,42,0,0,89,96,40,0,19,50,0.0,19,,27,34,0.0,0.0,0.0,0,0,,0,59,47,70,36,25,52,0,0,L,Limousin
25,2020-10-25,0.0,0,37,49,25,,,0,63,22,32,0,19,11,0,26,0,0,23,63.0,36,,40,48,0.0,0.0,37.0,0,33,,100,0,23,66,29,58,0,0,0,L,Limousin
26,2020-11-01,65.0,16,0,0,68,,,0,51,16,0,39,16,17,37,35,0,69,0,0.0,37,,30,36,0.0,0.0,28.0,0,23,,0,0,25,32,0,59,0,0,0,L,Limousin
27,2020-11-08,0.0,0,37,0,38,,,0,0,18,0,41,20,0,25,65,0,30,0,0.0,0,,41,35,0.0,0.0,0.0,0,44,,0,0,0,0,21,33,15,0,0,L,Limousin
28,2020-11-15,0.0,11,23,0,18,,,28,0,13,0,26,17,31,53,61,0,39,0,27.0,40,,38,26,0.0,0.0,0.0,0,0,,18,0,18,0,36,13,25,0,0,L,Limousin
29,2020-11-22,0.0,0,27,0,25,,,0,0,27,0,85,27,44,0,51,23,0,18,0.0,73,,21,21,0.0,16.0,0.0,0,51,,21,0,14,0,0,44,40,0,0,L,Limousin
30,2020-11-29,0.0,0,48,0,26,,,0,0,0,0,22,19,21,45,39,0,20,25,28.0,0,,62,19,0.0,0.0,0.0,0,52,,13,0,0,0,21,0,0,0,0,L,Limousin
31,2020-12-06,0.0,0,24,22,44,,,0,0,29,0,18,49,39,0,52,0,0,41,0.0,46,,37,21,0.0,0.0,0.0,0,32,,0,0,13,0,26,12,0,14,68,L,Limousin
32,2020-12-13,0.0,0,24,32,0,,,0,0,0,0,34,19,16,29,51,0,18,61,0.0,71,,0,22,12.0,0.0,66.0,0,0,,0,40,24,0,25,34,22,0,0,L,Limousin
33,2020-12-20,87.0,15,28,36,0,,,0,0,39,0,33,18,35,43,19,0,39,50,41.0,19,,0,28,12.0,17.0,0.0,0,37,,0,33,33,36,36,0,15,0,38,L,Limousin
34,2020-12-27,0.0,0,25,42,32,,,0,0,10,63,51,0,26,48,56,0,0,0,0.0,22,,0,23,0.0,14.0,0.0,0,46,,16,27,19,0,0,0,28,0,0,L,Limousin
35,2021-01-03,0.0,0,62,19,0,,,67,28,30,0,21,27,40,30,34,0,44,0,0.0,0,,29,24,0.0,0.0,0.0,0,28,,0,0,16,60,14,0,0,32,0,L,Limousin
36,2021-01-10,0.0,13,16,0,30,,,0,39,16,0,42,21,12,0,60,0,0,51,0.0,19,,0,26,28.0,0.0,0.0,0,34,,0,0,63,0,0,0,24,14,0,L,Limousin
37,2021-01-17,0.0,0,39,0,72,,,0,48,35,64,61,0,20,0,40,0,0,18,0.0,31,,0,25,0.0,0.0,0.0,0,44,,0,0,0,40,27,13,0,0,0,L,Limousin
38,2021-01-24,0.0,12,46,23,27,,,0,0,16,0,23,14,45,47,60,0,18,0,0.0,40,,0,24,15.0,26.0,0.0,0,100,,16,0,0,0,18,0,16,0,0,L,Limousin
39,2021-01-31,52.0,19,30,0,68,,,56,0,25,0,55,16,45,26,38,0,0,0,0.0,15,,0,22,0.0,0.0,0.0,0,40,,0,0,0,0,17,0,24,0,0,L,Limousin
40,2021-02-07,0.0,0,31,25,0,,,0,0,25,0,0,0,0,0,68,0,38,0,0.0,45,,28,20,16.0,0.0,0.0,79,30,,0,0,16,0,18,0,0,0,0,L,Limousin
41,2021-02-14,100.0,0,28,0,0,,,0,0,32,51,63,0,40,53,56,0,38,38,0.0,54,,0,21,0.0,0.0,53.0,0,0,,0,0,0,0,22,0,39,0,0,L,Limousin
42,2021-02-21,0.0,23,32,26,0,,,0,0,35,33,44,74,50,0,48,0,59,21,22.0,31,,0,23,0.0,0.0,0.0,0,0,,18,58,0,0,34,22,0,0,30,L,Limousin
43,2021-02-28,0.0,10,36,0,29,,,0,0,60,0,47,18,14,0,59,0,0,0,0.0,47,,0,20,19.0,0.0,76.0,0,0,,0,0,0,0,24,0,0,0,0,L,Limousin
44,2021-03-07,0.0,0,42,0,0,,,0,0,38,0,17,19,0,0,71,16,0,47,0.0,0,,69,18,0.0,50.0,0.0,0,35,,22,36,21,47,35,18,15,0,0,L,Limousin
45,2021-03-14,0.0,30,40,0,0,,,0,0,0,0,44,0,44,0,99,0,0,40,0.0,75,,0,20,0.0,0.0,0.0,0,52,,42,0,18,0,15,0,13,10,0,L,Limousin
46,2021-03-21,66.0,0,38,0,0,,,0,0,33,0,0,33,34,33,24,0,0,33,0.0,29,,41,21,0.0,0.0,0.0,0,87,,0,0,0,58,29,17,0,11,74,L,Limousin
47,2021-03-28,0.0,29,59,62,60,,,0,69,0,0,57,40,37,42,88,0,24,0,0.0,21,,80,24,0.0,0.0,0.0,0,0,,22,0,88,0,24,100,17,12,41,L,Limousin
48,2021-04-04,28.0,11,50,45,27,,,0,23,25,0,24,31,49,42,29,0,0,0,0.0,38,,0,20,12.0,0.0,0.0,0,0,,0,0,0,0,24,24,0,15,0,L,Limousin
49,2021-04-11,0.0,0,32,0,20,,,0,30,0,45,23,51,0,0,39,0,32,0,0.0,40,,31,17,0.0,0.0,0.0,0,0,,36,32,0,0,23,18,20,0,0,L,Limousin
50,2021-04-18,0.0,0,36,48,31,,,58,0,42,0,20,0,62,40,83,0,0,0,0.0,36,,38,18,0.0,0.0,0.0,0,0,,0,0,14,37,41,0,52,14,0,L,Limousin
51,2021-04-25,0.0,17,46,0,21,,,0,0,9,0,31,28,48,75,70,0,20,0,0.0,46,,88,17,0.0,0.0,0.0,0,46,,0,65,27,0,16,0,0,0,0,L,Limousin
52,2021-05-02,0.0,7,31,0,18,,,0,0,0,0,36,43,30,41,39,0,0,0,0.0,49,,21,13,0.0,0.0,0.0,0,55,,24,0,22,0,31,17,47,0,0,L,Limousin
53,2021-05-09,0.0,0,29,36,0,,,0,0,22,0,31,33,30,100,42,0,0,0,0.0,49,,0,11,16.0,14.0,0.0,0,87,,0,26,14,0,22,0,0,0,0,L,Limousin
54,2021-05-16,0.0,0,35,0,0,,,29,0,31,0,26,31,23,0,41,0,19,0,0.0,37,,53,12,0.0,0.0,63.0,0,58,,13,0,22,0,25,14,23,0,0,L,Limousin
55,2021-05-23,0.0,11,32,22,31,,,0,0,27,0,23,15,40,92,14,0,41,100,0.0,86,,56,9,0.0,0.0,0.0,0,43,,18,0,0,0,49,0,18,0,57,L,Limousin
56,2021-05-30,0.0,0,29,60,0,,,0,0,42,0,49,0,19,57,32,0,0,0,0.0,70,,48,10,0.0,29.0,0.0,29,33,,28,0,20,0,16,38,0,0,0,L,Limousin
57,2021-06-06,36.0,13,23,0,31,,,0,0,27,41,0,42,40,39,63,0,32,61,0.0,48,,71,9,0.0,0.0,0.0,0,30,,20,0,20,0,22,0,0,0,0,L,Limousin
58,2021-06-13,0.0,0,21,0,0,,,31,0,0,72,74,47,21,41,66,0,23,50,30.0,59,,0,10,0.0,29.0,0.0,0,0,,0,34,41,75,13,22,0,10,0,L,Limousin
59,2021-06-20,0.0,0,35,0,26,,,0,0,0,0,76,31,57,0,0,0,0,0,0.0,88,,47,8,17.0,0.0,0.0,0,46,,0,40,19,34,11,20,0,0,0,L,Limousin
60,2021-06-27,0.0,14,24,0,38,,,0,0,23,0,45,18,25,54,66,0,100,34,32.0,46,,0,7,0.0,0.0,0.0,54,33,,0,37,36,0,19,38,0,0,37,L,Limousin
61,2021-07-04,0.0,0,0,36,27,,,0,92,17,0,36,19,65,0,62,0,0,62,0.0,41,,31,9,0.0,0.0,0.0,0,41,,13,0,32,0,18,0,0,0,42,L,Limousin
62,2021-07-11,0.0,0,23,0,0,,,0,0,16,0,78,79,57,27,37,0,52,0,0.0,29,,0,11,0.0,0.0,0.0,35,0,,0,0,58,0,10,35,22,0,0,L,Limousin
63,2021-07-18,0.0,0,23,37,0,,,0,0,0,0,67,58,60,61,69,0,0,0,0.0,33,,33,11,0.0,18.0,54.0,54,42,,0,57,94,51,0,0,19,0,0,L,Limousin
64,2021-07-25,0.0,18,26,0,38,,,36,29,0,0,45,0,70,0,44,0,0,27,0.0,74,,0,10,0.0,0.0,0.0,24,0,,13,29,37,0,14,48,23,0,0,L,Limousin
65,2021-08-01,0.0,0,52,0,0,,,52,0,20,0,42,0,80,61,0,42,0,39,0.0,61,,0,9,0.0,0.0,0.0,0,44,,0,0,0,0,22,18,0,0,0,L,Limousin
66,2021-08-08,0.0,0,30,0,0,,,57,37,18,0,31,0,21,0,83,0,0,0,0.0,71,,0,10,16.0,0.0,0.0,0,87,,0,0,0,0,16,25,0,43,0,L,Limousin
67,2021-08-15,0.0,17,33,0,100,,,0,0,0,0,44,54,20,36,34,0,0,0,0.0,35,,0,11,22.0,20.0,71.0,100,57,,43,43,17,0,32,50,0,0,0,L,Limousin
68,2021-08-22,0.0,0,0,0,0,,,86,34,0,0,65,17,43,0,36,0,63,0,0.0,61,,0,10,0.0,0.0,0.0,0,0,,0,41,0,0,20,0,0,100,0,L,Limousin
69,2021-08-29,39.0,9,41,0,37,,,0,0,31,0,35,0,50,80,71,14,0,40,0.0,78,,0,7,0.0,0.0,0.0,0,0,,0,88,0,0,17,30,0,0,0,L,Limousin
70,2021-09-05,0.0,0,33,0,0,,,92,0,37,0,35,31,100,0,67,0,0,0,0.0,31,,38,8,100.0,0.0,0.0,0,26,,24,38,0,0,28,0,0,0,0,L,Limousin
71,2021-09-12,0.0,15,31,0,0,,,0,0,27,0,0,30,35,48,72,0,35,20,25.0,43,,33,6,0.0,0.0,0.0,0,0,,0,0,0,0,13,17,19,14,0,L,Limousin
72,2021-09-19,0.0,13,29,50,0,,,0,51,38,38,35,0,31,50,61,0,35,25,0.0,51,,0,7,0.0,0.0,0.0,0,0,,0,0,0,0,11,50,22,0,50,L,Limousin
73,2021-09-26,51.0,0,29,0,0,,,42,0,61,100,0,30,43,38,31,0,52,41,75.0,0,,0,5,23.0,0.0,0.0,0,0,,36,0,0,0,28,26,14,0,0,L,Limousin
74,2021-10-03,0.0,0,38,44,33,,,0,0,30,0,75,54,0,0,28,0,28,63,0.0,32,,0,4,0.0,0.0,100.0,45,90,,0,32,0,43,49,0,0,0,0,L,Limousin
75,2021-10-10,0.0,65,26,0,46,,,0,0,26,56,55,0,39,0,69,0,22,0,0.0,97,,0,5,0.0,0.0,0.0,0,54,,0,43,0,0,26,0,0,17,100,L,Limousin
76,2021-10-17,41.0,0,44,0,0,,,0,36,19,0,24,0,35,78,64,0,79,25,58.0,32,,34,4,0.0,0.0,0.0,0,0,,0,0,0,0,0,27,0,0,88,L,Limousin
77,2021-10-24,0.0,11,38,0,37,,,0,0,100,0,55,65,29,60,89,0,57,0,25.0,27,,0,6,0.0,0.0,0.0,53,0,,0,0,0,39,0,0,15,0,33,L,Limousin
78,2021-10-31,0.0,9,47,0,24,,,60,73,41,0,42,0,71,0,71,0,28,0,0.0,62,,0,5,13.0,0.0,47.0,0,52,,27,36,0,0,24,0,25,0,63,L,Limousin
79,2021-11-07,0.0,0,29,42,43,,,0,0,16,0,17,60,78,54,64,0,0,62,0.0,66,,36,6,0.0,0.0,0.0,0,26,,15,0,21,64,35,0,0,0,0,L,Limousin
80,2021-11-14,0.0,20,13,0,24,,,100,0,47,67,19,0,29,52,59,0,0,0,0.0,68,,0,8,0.0,0.0,0.0,31,48,,17,0,0,0,28,0,0,32,0,L,Limousin
81,2021-11-21,0.0,9,36,0,0,,,0,0,41,0,44,67,54,57,21,0,0,0,0.0,63,,0,10,0.0,0.0,0.0,37,76,,0,0,17,0,25,0,18,0,45,L,Limousin
82,2021-11-28,0.0,13,38,0,0,,,0,0,44,0,34,35,16,69,90,57,45,0,25.0,20,,0,11,0.0,20.0,0.0,0,57,,0,0,0,49,26,0,0,0,0,L,Limousin
83,2021-12-05,0.0,0,59,0,37,,,0,79,56,0,41,0,14,72,52,16,0,0,27.0,53,,0,11,0.0,0.0,33.0,0,65,,0,0,31,0,39,0,0,0,0,L,Limousin
84,2021-12-12,0.0,0,19,0,47,,,0,0,30,0,44,41,0,0,45,47,46,0,0.0,34,,37,7,0.0,0.0,0.0,0,0,,0,91,41,0,39,83,0,0,86,L,Limousin
85,2021-12-19,0.0,0,32,0,34,,,0,0,59,0,68,0,0,0,66,48,0,90,0.0,28,,68,8,32.0,0.0,99.0,39,33,,19,0,100,0,22,0,0,0,0,L,Limousin
86,2021-12-26,0.0,74,47,58,0,,,68,0,0,0,58,48,37,0,60,100,0,0,0.0,23,,0,12,0.0,34.0,0.0,0,0,,0,58,37,0,41,0,0,0,0,L,Limousin
87,2022-01-02,0.0,100,100,49,42,,,62,0,32,0,100,93,34,0,57,53,33,49,0.0,40,,86,9,0.0,0.0,0.0,0,97,,0,0,39,0,25,37,0,0,0,L,Limousin
88,2022-01-09,0.0,75,62,92,0,,,0,0,35,0,40,0,41,0,29,18,0,54,48.0,55,,31,9,0.0,100.0,81.0,0,46,,0,0,19,0,29,36,0,0,0,L,Limousin
89,2022-01-16,0.0,64,100,0,47,,,0,0,50,0,75,22,14,33,63,29,79,24,0.0,87,,97,6,0.0,0.0,0.0,0,0,,0,0,0,0,23,0,29,13,0,L,Limousin
90,2022-01-23,0.0,61,77,35,56,,,0,0,51,0,99,23,19,0,65,16,0,0,0.0,55,,0,6,0.0,0.0,28.0,0,0,,0,51,0,0,39,29,0,0,0,L,Limousin
91,2022-01-30,0.0,88,73,25,50,,,0,30,19,0,26,36,32,54,79,18,37,33,0.0,57,,39,8,0.0,14.0,0.0,0,37,,0,0,0,44,100,0,0,0,0,L,Limousin
92,2022-02-06,62.0,56,62,23,32,,,0,0,38,0,50,16,71,25,43,0,0,42,0.0,47,,0,5,0.0,0.0,0.0,0,0,,0,0,0,0,37,0,35,0,0,L,Limousin
93,2022-02-13,30.0,30,72,0,22,,,55,46,37,56,0,24,46,0,37,11,0,19,79.0,58,,0,4,0.0,0.0,0.0,19,50,,28,0,12,0,30,22,0,0,40,L,Limousin
94,2022-02-20,0.0,26,57,0,43,,,0,0,24,0,52,24,66,0,100,0,0,62,0.0,64,,29,5,0.0,0.0,0.0,0,0,,13,0,22,26,44,12,0,0,26,L,Limousin
95,2022-02-27,0.0,23,53,18,37,,,0,0,48,20,37,30,65,35,65,0,0,0,52.0,41,,0,3,9.0,0.0,0.0,0,0,,0,0,0,0,0,13,0,0,0,L,Limousin
96,2022-03-06,28.0,13,35,28,65,,,0,59,33,0,47,17,34,47,51,0,0,0,0.0,42,,0,3,0.0,0.0,0.0,0,0,,14,0,0,0,30,17,0,0,0,L,Limousin
97,2022-03-13,0.0,29,36,17,31,,,0,0,47,20,46,54,72,44,57,0,0,24,20.0,44,,33,3,16.0,0.0,0.0,0,30,,0,69,24,28,21,39,16,9,40,L,Limousin
98,2022-03-20,34.0,60,61,0,44,,,0,0,38,0,40,0,50,86,58,0,0,45,35.0,0,,0,4,0.0,0.0,0.0,0,58,,0,0,0,0,40,0,0,0,0,L,Limousin
99,2022-03-27,0.0,27,53,39,67,,,48,22,69,52,0,51,46,0,39,15,45,0,0.0,51,,22,4,0.0,0.0,0.0,0,0,,0,0,24,0,28,23,0,0,0,L,Limousin
100,2022-04-03,65.0,22,61,44,37,,,0,18,60,0,66,29,41,47,79,0,0,41,22.0,50,,0,2,0.0,0.0,31.0,0,0,,26,0,0,0,21,33,0,0,0,L,Limousin
101,2022-04-10,0.0,32,66,21,42,,,0,37,97,0,35,0,41,31,65,0,0,66,0.0,22,,24,3,0.0,17.0,0.0,0,0,,0,33,0,0,22,0,0,0,0,L,Limousin
102,2022-04-17,0.0,10,60,46,31,,,0,0,66,0,45,18,13,0,59,0,27,20,0.0,0,,0,2,0.0,13.0,43.0,0,0,,0,40,0,0,11,31,21,0,45,L,Limousin
103,2022-04-24,0.0,14,61,26,0,,,0,0,50,47,33,29,46,0,56,0,0,31,0.0,36,,30,2,0.0,33.0,0.0,0,0,,16,0,22,0,26,28,0,0,0,L,Limousin
104,2022-05-01,68.0,11,36,0,21,,,51,0,27,0,29,0,44,22,81,0,0,0,0.0,26,,0,4,0.0,0.0,0.0,0,35,,16,0,15,0,39,0,0,0,0,L,Limousin
105,2022-05-08,34.0,0,33,29,0,,,0,22,22,0,77,23,37,0,71,0,0,0,30.0,44,,0,2,0.0,0.0,35.0,0,25,,0,0,0,0,6,34,0,35,0,L,Limousin
106,2022-05-15,0.0,23,63,41,28,,,0,0,9,27,61,21,43,0,69,0,21,20,30.0,0,,64,2,0.0,0.0,45.0,0,43,,0,56,14,0,13,0,0,27,0,L,Limousin
107,2022-05-22,0.0,0,43,22,53,,,33,0,49,0,53,49,56,0,64,13,0,0,0.0,51,,27,2,0.0,0.0,0.0,0,32,,0,0,0,0,24,0,0,0,0,L,Limousin
108,2022-05-29,0.0,0,57,61,37,,,0,24,22,42,39,38,81,52,79,0,17,0,26.0,48,,23,3,13.0,0.0,27.0,0,25,,0,0,0,0,40,20,46,0,0,L,Limousin
0,2020-05-03,22.0,8,30,17,35,39.0,0.0,22,22,15,29,36,28,43,52,33,3,21,19,0.0,28,0.0,61,100,0.0,15.0,0.0,0,25,0.0,49,71,0,54,58,100,71,30,0,N,Midi_Pyrénées
1,2020-05-10,0.0,3,41,11,31,0.0,0.0,0,18,22,51,49,21,51,33,50,0,0,37,0.0,40,0.0,53,87,0.0,0.0,43.0,0,33,0.0,49,92,0,85,56,51,100,47,0,N,Midi_Pyrénées
2,2020-05-17,30.0,0,37,17,26,0.0,0.0,0,41,19,0,47,39,65,61,49,0,45,41,0.0,47,0.0,37,65,50.0,11.0,0.0,0,34,0.0,54,62,6,0,66,59,67,0,0,N,Midi_Pyrénées
3,2020-05-24,0.0,7,41,0,44,0.0,65.0,0,0,15,22,50,33,61,56,44,0,23,26,17.0,35,34.0,59,60,0.0,0.0,16.0,0,18,0.0,43,36,0,0,54,77,35,33,46,N,Midi_Pyrénées
4,2020-05-31,0.0,3,28,20,18,0.0,0.0,0,0,10,35,49,28,74,36,50,0,11,59,0.0,47,0.0,32,37,0.0,0.0,0.0,0,37,0.0,93,30,8,38,67,41,31,0,0,N,Midi_Pyrénées
5,2020-06-07,0.0,0,23,18,17,0.0,0.0,0,37,19,0,43,24,91,58,53,0,26,50,20.0,56,37.0,30,35,29.0,0.0,0.0,0,27,0.0,66,39,14,0,55,46,11,13,0,N,Midi_Pyrénées
6,2020-06-14,0.0,7,27,20,26,31.0,0.0,0,17,11,36,40,25,74,41,63,0,20,32,0.0,57,20.0,32,36,21.0,13.0,0.0,0,24,38.0,62,39,16,0,67,55,13,45,26,N,Midi_Pyrénées
7,2020-06-21,0.0,0,31,13,28,0.0,0.0,0,0,6,0,49,38,91,27,57,0,0,47,0.0,49,0.0,24,38,0.0,0.0,0.0,0,59,63.0,65,27,12,0,61,56,12,0,0,N,Midi_Pyrénées
8,2020-06-28,0.0,8,37,6,31,0.0,0.0,0,0,6,59,55,32,58,49,61,0,41,80,0.0,62,0.0,26,33,0.0,0.0,0.0,16,38,0.0,59,17,0,0,51,42,12,0,50,N,Midi_Pyrénées
9,2020-07-05,0.0,8,35,24,79,98.0,54.0,0,0,12,0,44,39,61,33,60,0,21,42,0.0,47,0.0,15,35,25.0,31.0,0.0,0,37,63.0,46,20,7,31,57,50,11,16,0,N,Midi_Pyrénées
10,2020-07-12,0.0,4,32,50,37,0.0,0.0,23,28,37,0,48,22,77,52,52,5,0,0,0.0,65,0.0,23,37,0.0,0.0,0.0,0,23,100.0,31,54,8,0,53,29,8,0,0,N,Midi_Pyrénées
11,2020-07-19,0.0,9,28,0,21,0.0,68.0,23,31,22,62,75,31,48,57,58,10,48,38,0.0,37,0.0,13,39,0.0,0.0,0.0,0,32,0.0,100,22,0,20,54,23,14,0,0,N,Midi_Pyrénées
12,2020-07-26,0.0,9,36,0,24,0.0,0.0,0,30,25,0,55,26,55,73,51,0,29,46,0.0,32,0.0,16,35,0.0,0.0,0.0,0,52,0.0,32,48,9,33,57,25,17,0,0,N,Midi_Pyrénées
13,2020-08-02,32.0,8,24,13,40,0.0,0.0,80,39,18,0,55,33,51,64,49,14,54,28,0.0,43,0.0,14,31,0.0,60.0,0.0,0,58,0.0,16,32,8,0,57,28,7,0,0,N,Midi_Pyrénées
14,2020-08-09,62.0,8,36,9,32,0.0,0.0,39,24,20,0,75,28,74,21,44,0,14,0,39.0,56,0.0,17,30,20.0,23.0,0.0,19,40,0.0,27,100,19,0,77,32,23,28,0,N,Midi_Pyrénées
15,2020-08-16,0.0,5,32,17,12,67.0,0.0,0,25,15,0,62,24,56,59,52,0,13,40,0.0,55,0.0,28,33,0.0,0.0,0.0,0,35,0.0,24,26,10,0,56,37,7,15,0,N,Midi_Pyrénées
16,2020-08-23,0.0,4,32,25,67,0.0,0.0,0,0,20,0,42,22,49,17,59,0,36,52,28.0,56,0.0,27,30,0.0,0.0,0.0,0,37,0.0,17,56,9,0,53,30,29,0,18,N,Midi_Pyrénées
17,2020-08-30,0.0,9,48,22,27,0.0,0.0,0,48,30,0,52,17,74,0,64,0,0,31,0.0,56,0.0,37,30,0.0,26.0,25.0,0,45,55.0,15,44,18,0,48,30,12,29,26,N,Midi_Pyrénées
18,2020-09-06,47.0,9,58,34,82,34.0,0.0,0,0,43,0,47,33,62,77,66,0,30,50,34.0,41,0.0,24,35,25.0,17.0,0.0,0,20,0.0,12,73,16,0,77,31,25,0,49,N,Midi_Pyrénées
19,2020-09-13,0.0,7,47,33,61,0.0,25.0,36,0,44,36,54,29,70,52,55,4,21,29,0.0,64,0.0,32,33,0.0,0.0,0.0,24,36,35.0,15,38,26,0,59,21,21,40,0,N,Midi_Pyrénées
20,2020-09-20,0.0,8,43,35,35,0.0,0.0,0,0,36,0,27,36,57,52,77,0,17,34,0.0,48,0.0,36,33,0.0,17.0,0.0,0,46,0.0,20,43,58,0,47,27,8,49,0,N,Midi_Pyrénées
21,2020-09-27,0.0,6,38,36,24,0.0,38.0,0,30,29,0,51,27,58,78,70,0,0,27,0.0,50,0.0,21,27,0.0,0.0,0.0,0,46,0.0,14,76,20,0,67,34,15,41,23,N,Midi_Pyrénées
22,2020-10-04,0.0,7,43,29,57,0.0,0.0,0,18,41,0,50,42,61,35,55,6,41,81,0.0,50,0.0,38,29,0.0,17.0,0.0,0,35,0.0,9,54,45,0,50,19,11,53,0,N,Midi_Pyrénées
23,2020-10-11,0.0,9,48,19,28,0.0,35.0,0,0,40,0,47,42,50,32,55,0,27,45,33.0,53,0.0,8,32,0.0,0.0,29.0,0,19,39.0,14,55,78,0,60,19,15,66,0,N,Midi_Pyrénées
24,2020-10-18,0.0,19,46,38,38,52.0,0.0,46,38,30,0,24,29,58,33,58,0,0,44,0.0,51,0.0,37,32,0.0,17.0,0.0,15,29,84.0,0,39,24,44,59,23,0,50,0,N,Midi_Pyrénées
25,2020-10-25,26.0,6,51,47,43,0.0,0.0,0,20,39,55,46,36,41,47,60,0,24,39,0.0,44,0.0,92,43,0.0,0.0,0.0,13,42,0.0,30,34,37,0,50,47,0,100,0,N,Midi_Pyrénées
26,2020-11-01,0.0,6,44,28,55,0.0,0.0,0,42,35,26,53,24,53,44,48,0,38,28,0.0,26,0.0,48,35,0.0,0.0,32.0,0,22,0.0,15,17,16,23,47,29,16,35,0,N,Midi_Pyrénées
27,2020-11-08,0.0,8,35,24,39,0.0,0.0,26,0,24,0,39,28,55,42,58,0,27,32,24.0,6,0.0,47,32,0.0,0.0,0.0,0,52,0.0,0,0,12,0,56,32,11,0,0,N,Midi_Pyrénées
28,2020-11-15,0.0,5,33,27,28,0.0,54.0,34,40,16,0,43,33,51,36,57,4,0,54,0.0,21,0.0,16,26,0.0,0.0,37.0,0,35,0.0,15,0,0,0,69,21,20,23,0,N,Midi_Pyrénées
29,2020-11-22,0.0,3,33,0,47,58.0,22.0,50,26,15,34,43,18,39,60,59,4,40,30,0.0,63,31.0,47,22,18.0,0.0,25.0,0,33,0.0,18,0,5,0,70,24,0,57,0,N,Midi_Pyrénées
30,2020-11-29,0.0,8,37,14,45,26.0,0.0,0,39,22,0,47,19,40,57,52,0,20,39,0.0,51,0.0,25,18,0.0,17.0,17.0,32,61,0.0,17,21,0,0,50,26,9,13,0,N,Midi_Pyrénées
31,2020-12-06,0.0,5,31,23,49,0.0,43.0,0,0,26,0,27,12,58,22,68,0,0,42,0.0,37,0.0,19,19,0.0,0.0,23.0,0,73,0.0,22,27,15,38,57,23,6,0,0,N,Midi_Pyrénées
32,2020-12-13,0.0,5,30,22,31,0.0,0.0,0,14,28,0,53,20,57,62,50,0,0,31,20.0,27,0.0,12,20,0.0,60.0,32.0,0,51,0.0,23,26,22,0,61,13,0,0,0,N,Midi_Pyrénées
